transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale,,,d
1750,22-10-2023,10:10:00,138,Female,35,Clothing,3,25,7.25,75,,,
1910,23-10-2023,06:22:00,141,Female,20,Beauty,3,50,18,150,,,
1917,24-10-2023,07:17:00,52,Female,57,Electronics,4,50,24,200,,,
198,25-10-2023,11:42:00,30,Female,54,Beauty,3,300,114,900,,,
444,26-10-2023,07:06:00,51,Female,61,Clothing,3,30,15.9,90,,,
547,27-10-2023,07:36:00,3,Male,63,Clothing,4,500,250,2000,,,
705,28-10-2023,07:28:00,37,Male,60,Electronics,2,25,6.25,50,,,
1198,29-10-2023,10:43:00,147,Female,54,Beauty,3,300,159,900,,,
1444,30-10-2023,06:18:00,135,Female,61,Clothing,3,30,14.1,90,,,
1547,31-10-2023,06:39:00,142,Male,63,Clothing,4,500,235,2000,,,
1705,01-11-2023,08:32:00,94,Male,60,Electronics,2,25,8.75,50,,,
423,02-11-2023,06:06:00,41,Female,27,Clothing,1,25,11.75,25,,,
1423,03-11-2023,07:56:00,131,Female,27,Clothing,1,25,11,25,,,
248,04-11-2023,07:11:00,5,Male,26,Clothing,3,300,126,900,,,
360,05-11-2023,09:04:00,26,Male,42,Clothing,4,25,10.5,100,,,
377,06-11-2023,08:30:00,141,Female,46,Clothing,4,50,18,200,,,
1248,07-11-2023,08:20:00,68,Male,26,Clothing,3,300,111,900,,,
1360,08-11-2023,09:31:00,93,Male,42,Clothing,4,25,6.25,100,,,
1377,09-11-2023,07:52:00,71,Female,46,Clothing,4,50,14,200,,,
397,10-11-2023,08:06:00,59,Female,30,Beauty,1,25,10.5,25,,,
623,11-11-2023,10:00:00,39,Male,34,Clothing,3,50,26,150,,,
1397,12-11-2023,11:05:00,6,Female,30,Beauty,1,25,11.75,25,,,
1623,13-11-2023,06:14:00,76,Male,34,Clothing,3,50,22,150,,,
717,14-11-2023,08:15:00,8,Male,57,Clothing,1,500,190,500,,,
1717,15-11-2023,09:40:00,21,Male,57,Clothing,1,500,175,500,,,
130,16-11-2023,06:21:00,114,Female,57,Clothing,1,500,125,500,,,
658,17-11-2023,07:47:00,93,Male,59,Clothing,1,25,6.5,25,,,
1130,18-11-2023,09:03:00,28,Female,57,Clothing,1,500,180,500,,,
1658,19-11-2023,06:08:00,148,Male,59,Clothing,1,25,12.25,25,,,
7,20-11-2023,06:24:00,38,Male,46,Clothing,2,25,13.25,50,,,
119,21-11-2023,09:11:00,127,Female,60,Clothing,3,50,27.5,150,,,
278,22-11-2023,11:42:00,71,Female,37,Clothing,4,25,13.5,100,,,
1007,23-11-2023,10:09:00,15,Male,46,Clothing,2,25,11.5,50,,,
1119,24-11-2023,09:36:00,1,Female,60,Clothing,3,50,25.5,150,,,
1278,25-11-2023,06:19:00,28,Female,37,Clothing,4,25,6.75,100,,,
117,26-11-2023,11:38:00,8,Male,19,Electronics,2,500,230,1000,,,
1117,27-11-2023,07:48:00,144,Male,19,Electronics,2,500,210,1000,,,
442,28-11-2023,11:07:00,24,Female,60,Clothing,4,25,13.25,100,,,
590,29-11-2023,11:52:00,151,Male,36,Clothing,3,300,135,900,,,
607,30-11-2023,09:33:00,109,Male,54,Clothing,3,25,13.25,75,,,
1442,01-12-2023,11:02:00,96,Female,60,Clothing,4,25,11.25,100,,,
1590,02-12-2023,09:39:00,142,Male,36,Clothing,3,300,147,900,,,
1607,03-12-2023,10:18:00,53,Male,54,Clothing,3,25,7.75,75,,,
436,04-12-2023,11:54:00,21,Female,57,Clothing,4,30,13.5,120,,,
942,05-12-2023,09:22:00,35,Male,51,Clothing,3,500,160,1500,,,
1436,06-12-2023,11:29:00,1,Female,57,Clothing,4,30,9.9,120,,,
1942,07-12-2023,11:53:00,112,Male,51,Clothing,3,500,265,1500,,,
659,08-12-2023,06:08:00,75,Female,39,Electronics,1,30,8.1,30,,,
941,09-12-2023,09:58:00,39,Female,57,Clothing,2,25,6.5,50,,,
1659,10-12-2023,09:29:00,22,Female,39,Electronics,1,30,9,30,,,
1941,11-12-2023,06:14:00,48,Female,57,Clothing,2,25,12,50,,,
136,12-12-2023,08:59:00,25,Male,44,Electronics,2,300,141,600,,,
175,13-12-2023,10:02:00,23,Female,31,Electronics,4,25,12.5,100,,,
663,14-12-2023,06:32:00,133,Male,23,Clothing,4,300,87,1200,,,
748,15-12-2023,09:35:00,132,Male,25,Clothing,3,50,24,150,,,
806,16-12-2023,08:08:00,14,Female,35,Beauty,3,300,165,900,,,
1136,17-12-2023,08:41:00,93,Male,44,Electronics,2,300,81,600,,,
1175,18-12-2023,06:38:00,103,Female,31,Electronics,4,25,11.5,100,,,
1663,19-12-2023,07:04:00,33,Male,23,Clothing,4,300,81,1200,,,
1748,20-12-2023,10:24:00,119,Male,25,Clothing,3,50,15.5,150,,,
1806,21-12-2023,10:13:00,61,Female,35,Beauty,3,300,102,900,,,
38,22-12-2023,11:39:00,147,Male,38,Beauty,4,50,26,200,,,
313,23-12-2023,10:03:00,11,Female,55,Beauty,3,500,140,1500,,,
402,24-12-2023,08:45:00,63,Female,41,Clothing,2,300,135,600,,,
459,25-12-2023,07:12:00,122,Male,28,Clothing,4,300,75,1200,,,
1038,26-12-2023,09:09:00,11,Male,38,Beauty,4,50,20.5,200,,,
1313,27-12-2023,09:22:00,10,Female,55,Beauty,3,500,170,1500,,,
1402,28-12-2023,06:47:00,110,Female,41,Clothing,2,300,156,600,,,
1459,29-12-2023,06:46:00,13,Male,28,Clothing,4,300,144,1200,,,
161,30-12-2023,06:58:00,104,Male,64,Beauty,2,500,195,1000,,,
328,31-12-2023,06:56:00,9,Male,39,Beauty,2,50,27,100,,,
383,01-01-2024,08:53:00,64,Female,46,Beauty,3,30,7.8,90,,,
973,02-01-2024,08:44:00,51,Male,60,Clothing,1,50,13,50,,,
978,03-01-2024,09:58:00,16,Female,53,Clothing,3,50,19,150,,,
1161,04-01-2024,11:06:00,30,Male,64,Beauty,2,500,160,1000,,,
1328,05-01-2024,07:49:00,60,Male,39,Beauty,2,50,24.5,100,,,
1383,06-01-2024,09:13:00,68,Female,46,Beauty,3,30,14.1,90,,,
1973,07-01-2024,10:10:00,22,Male,60,Clothing,1,50,21.5,50,,,
1978,08-01-2024,11:59:00,41,Female,53,Clothing,3,50,15.5,150,,,
33,09-01-2024,07:40:00,33,Female,50,Electronics,2,50,21,100,,,
138,10-01-2024,10:56:00,127,Male,49,Clothing,4,50,26.5,200,,,
471,11-01-2024,10:21:00,136,Male,32,Clothing,3,50,13,150,,,
636,12-01-2024,06:15:00,60,Female,21,Beauty,3,500,230,1500,,,
1033,13-01-2024,06:52:00,32,Female,50,Electronics,2,50,19,100,,,
1138,14-01-2024,11:59:00,27,Male,49,Clothing,4,50,14.5,200,,,
1471,15-01-2024,10:34:00,30,Male,32,Clothing,3,50,13,150,,,
1636,16-01-2024,11:26:00,50,Female,21,Beauty,3,500,150,1500,,,
177,17-01-2024,08:40:00,30,Male,45,Beauty,2,50,26.5,100,,,
426,18-01-2024,08:11:00,137,Male,23,Electronics,3,50,12.5,150,,,
1177,19-01-2024,09:19:00,89,Male,45,Beauty,2,50,15,100,,,
1426,20-01-2024,11:32:00,114,Male,23,Electronics,3,50,25,150,,,
76,21-01-2024,07:33:00,70,Female,22,Electronics,2,50,14.5,100,,,
91,22-01-2024,06:31:00,152,Female,55,Electronics,1,500,235,500,,,
461,23-01-2024,10:33:00,21,Female,18,Beauty,2,500,265,1000,,,
764,24-01-2024,08:46:00,47,Female,40,Clothing,1,25,11.25,25,,,
1076,25-01-2024,11:09:00,99,Female,22,Electronics,2,50,15,100,,,
1091,26-01-2024,08:46:00,139,Female,55,Electronics,1,500,235,500,,,
1461,27-01-2024,08:43:00,63,Female,18,Beauty,2,500,180,1000,,,
1764,28-01-2024,11:04:00,13,Female,40,Clothing,1,25,11.75,25,,,
202,29-01-2024,06:24:00,61,Female,34,Clothing,4,300,120,1200,,,
301,30-01-2024,10:58:00,104,Male,30,Clothing,4,30,9.6,120,,,
703,31-01-2024,09:56:00,140,Male,34,Electronics,2,50,18.5,100,,,
1202,01-02-2024,06:56:00,89,Female,34,Clothing,4,300,144,1200,,,
1301,02-02-2024,09:58:00,70,Male,30,Clothing,4,30,10.5,120,,,
1703,03-02-2024,08:36:00,2,Male,34,Electronics,2,50,17,100,,,
294,04-02-2024,09:24:00,89,Female,23,Clothing,3,30,15.3,90,,,
760,05-02-2024,07:59:00,14,Male,27,Beauty,1,500,125,500,,,
1294,06-02-2024,11:24:00,8,Female,23,Clothing,3,30,10.5,90,,,
1760,07-02-2024,07:26:00,44,Male,27,Beauty,1,500,230,500,,,
575,08-02-2024,10:29:00,14,Male,60,Clothing,2,50,23,100,,,
1575,09-02-2024,11:54:00,26,Male,60,Clothing,2,50,22.5,100,,,
88,10-02-2024,08:31:00,122,Male,56,Clothing,1,500,185,500,,,
1088,11-02-2024,07:00:00,6,Male,56,Clothing,1,500,155,500,,,
975,12-02-2024,07:41:00,145,Female,56,Clothing,4,50,19.5,200,,,
1975,13-02-2024,10:48:00,63,Female,56,Clothing,4,50,25.5,200,,,
553,14-02-2024,06:17:00,106,Male,24,Clothing,4,300,81,1200,,,
1553,15-02-2024,08:46:00,42,Male,24,Clothing,4,300,99,1200,,,
462,16-02-2024,10:04:00,71,Male,63,Electronics,4,300,132,1200,,,
614,17-02-2024,06:28:00,61,Female,39,Beauty,4,300,120,1200,,,
808,18-02-2024,07:18:00,30,Male,33,Beauty,4,500,195,2000,,,
1462,19-02-2024,10:42:00,124,Male,63,Electronics,4,300,114,1200,,,
1614,20-02-2024,11:37:00,135,Female,39,Beauty,4,300,105,1200,,,
1808,21-02-2024,10:48:00,109,Male,33,Beauty,4,500,210,2000,,,
166,22-02-2024,11:42:00,32,Male,34,Clothing,4,500,225,2000,,,
465,23-02-2024,11:52:00,40,Female,43,Electronics,3,50,15.5,150,,,
502,24-02-2024,11:00:00,31,Male,43,Electronics,3,50,22.5,150,,,
905,25-02-2024,06:27:00,96,Male,58,Beauty,1,300,111,300,,,
1166,26-02-2024,07:45:00,65,Male,34,Clothing,4,500,245,2000,,,
1465,27-02-2024,09:36:00,131,Female,43,Electronics,3,50,26,150,,,
1502,28-02-2024,08:30:00,152,Male,43,Electronics,3,50,18,150,,,
1905,29-02-2024,06:07:00,26,Male,58,Beauty,1,300,102,300,,,
280,01-03-2024,09:35:00,76,Female,37,Clothing,3,500,240,1500,,,
719,02-03-2024,07:19:00,37,Female,42,Clothing,2,30,12,60,,,
834,03-03-2024,06:55:00,13,Female,56,Beauty,2,30,14.7,60,,,
1280,04-03-2024,09:15:00,116,Female,37,Clothing,3,500,255,1500,,,
1719,05-03-2024,07:29:00,4,Female,42,Clothing,2,30,10.8,60,,,
1834,06-03-2024,06:53:00,102,Female,56,Beauty,2,30,12.9,60,,,
891,07-03-2024,06:43:00,24,Male,41,Electronics,3,300,99,900,,,
928,08-03-2024,10:20:00,54,Female,35,Clothing,4,300,90,1200,,,
1891,09-03-2024,06:11:00,81,Male,41,Electronics,3,300,105,900,,,
1928,10-03-2024,06:39:00,93,Female,35,Clothing,4,300,75,1200,,,
332,11-03-2024,11:28:00,138,Male,58,Electronics,4,300,105,1200,,,
1332,12-03-2024,10:02:00,146,Male,58,Electronics,4,300,123,1200,,,
255,13-03-2024,11:44:00,19,Male,48,Clothing,1,30,14.7,30,,,
275,14-03-2024,11:34:00,2,Male,43,Clothing,2,500,260,1000,,,
314,15-03-2024,07:37:00,1,Male,52,Clothing,4,30,7.8,120,,,
517,16-03-2024,08:54:00,3,Female,47,Clothing,4,25,9.25,100,,,
847,17-03-2024,08:42:00,2,Female,18,Electronics,4,300,162,1200,,,
1255,18-03-2024,07:08:00,4,Male,48,Clothing,1,30,7.8,30,,,
1275,19-03-2024,08:48:00,5,Male,43,Clothing,2,500,250,1000,,,
1314,20-03-2024,10:26:00,2,Male,52,Clothing,4,30,16.2,120,,,
1517,21-03-2024,08:46:00,2,Female,47,Clothing,4,25,6.75,100,,,
1847,22-03-2024,07:14:00,5,Female,18,Electronics,4,300,123,1200,,,
61,23-03-2024,11:47:00,4,Male,21,Beauty,4,50,20,200,,,
274,24-03-2024,07:12:00,4,Female,23,Clothing,2,500,150,1000,,,
486,25-03-2024,09:47:00,4,Female,35,Electronics,1,25,6.5,25,,,
548,26-03-2024,07:00:00,4,Female,51,Clothing,2,30,15.6,60,,,
886,27-03-2024,11:25:00,4,Male,37,Electronics,3,300,165,900,,,
892,28-03-2024,11:39:00,1,Male,20,Electronics,1,50,24,50,,,
1061,29-03-2024,07:56:00,3,Male,21,Beauty,4,50,12.5,200,,,
1274,30-03-2024,09:01:00,2,Female,23,Clothing,2,500,185,1000,,,
1486,31-03-2024,08:58:00,4,Female,35,Electronics,1,25,8.75,25,,,
1548,01-04-2024,08:15:00,1,Female,51,Clothing,2,30,12.6,60,,,
1886,02-04-2024,11:51:00,1,Male,37,Electronics,3,300,147,900,,,
1892,03-04-2024,07:22:00,3,Male,20,Electronics,1,50,23.5,50,,,
601,04-04-2024,09:23:00,5,Male,19,Clothing,1,30,13.2,30,,,
901,05-04-2024,06:38:00,2,Male,31,Electronics,1,30,12,30,,,
1601,06-04-2024,11:48:00,1,Male,19,Clothing,1,30,13.5,30,,,
1901,07-04-2024,11:05:00,4,Male,31,Electronics,1,30,8.4,30,,,
527,08-04-2024,11:35:00,1,Male,57,Clothing,2,25,11.5,50,,,
1527,09-04-2024,08:30:00,1,Male,57,Clothing,2,25,11.75,50,,,
23,10-04-2024,07:05:00,4,Female,35,Clothing,4,30,14.7,120,,,
174,11-04-2024,06:07:00,2,Female,39,Beauty,1,300,126,300,,,
589,12-04-2024,07:11:00,5,Female,36,Beauty,2,500,145,1000,,,
774,13-04-2024,09:04:00,2,Female,40,Clothing,2,25,6.5,50,,,
1000,14-04-2024,10:22:00,1,Male,47,Electronics,4,30,8.4,120,,,
1023,15-04-2024,08:40:00,5,Female,35,Clothing,4,30,8.1,120,,,
1174,16-04-2024,06:55:00,2,Female,39,Beauty,1,300,132,300,,,
1589,17-04-2024,06:30:00,5,Female,36,Beauty,2,500,145,1000,,,
1774,18-04-2024,06:48:00,2,Female,40,Clothing,2,25,8,50,,,
2000,19-04-2024,06:38:00,4,Male,47,Electronics,4,30,10.8,120,,,
210,20-04-2024,08:50:00,2,Male,37,Electronics,4,50,19,200,,,
478,21-04-2024,11:13:00,3,Female,58,Clothing,2,30,8.1,60,,,
745,22-04-2024,07:30:00,3,Male,54,Beauty,2,50,17,100,,,
1210,23-04-2024,10:02:00,5,Male,37,Electronics,4,50,12.5,200,,,
1478,24-04-2024,09:18:00,1,Female,58,Clothing,2,30,13.5,60,,,
1745,25-04-2024,10:38:00,4,Male,54,Beauty,2,50,21,100,,,
354,26-04-2024,07:58:00,5,Female,49,Beauty,4,50,24.5,200,,,
408,27-04-2024,08:18:00,4,Female,64,Beauty,1,500,140,500,,,
1354,28-04-2024,09:34:00,5,Female,49,Beauty,4,50,26.5,200,,,
1408,29-04-2024,08:17:00,2,Female,64,Beauty,1,500,250,500,,,
674,30-04-2024,11:10:00,2,Female,38,Clothing,1,300,84,300,,,
1674,01-05-2024,09:21:00,1,Female,38,Clothing,1,300,123,300,,,
967,02-05-2024,10:13:00,4,Male,62,Beauty,1,25,13.25,25,,,
1967,03-05-2024,08:28:00,4,Male,62,Beauty,1,25,12.25,25,,,
79,04-05-2024,10:15:00,1,Male,34,Beauty,1,300,96,300,,,
406,05-05-2024,11:50:00,3,Female,22,Beauty,4,25,11,100,,,
450,06-05-2024,06:35:00,2,Female,59,Beauty,2,25,11,50,,,
562,07-05-2024,09:26:00,3,Male,54,Electronics,2,25,7.25,50,,,
1079,08-05-2024,06:45:00,1,Male,34,Beauty,1,300,117,300,,,
1406,09-05-2024,08:45:00,2,Female,22,Beauty,4,25,10,100,,,
1450,10-05-2024,08:52:00,1,Female,59,Beauty,2,25,10.25,50,,,
1562,11-05-2024,10:21:00,5,Male,54,Electronics,2,25,12.75,50,,,
108,12-05-2024,09:38:00,5,Female,27,Beauty,3,25,13.5,75,,,
111,13-05-2024,09:45:00,5,Female,34,Electronics,3,500,130,1500,,,
207,14-05-2024,08:34:00,3,Female,42,Beauty,2,25,10.25,50,,,
724,15-05-2024,06:56:00,3,Male,61,Clothing,3,50,20,150,,,
836,16-05-2024,06:32:00,2,Female,22,Clothing,1,50,27.5,50,,,
969,17-05-2024,11:47:00,2,Female,40,Clothing,3,300,84,900,,,
1108,18-05-2024,10:27:00,1,Female,27,Beauty,3,25,10,75,,,
1111,19-05-2024,21:34:00,2,Female,34,Electronics,3,500,185,1500,,,
1207,20-05-2024,21:48:00,3,Female,42,Beauty,2,25,10,50,,,
1724,21-05-2024,20:53:00,4,Male,61,Clothing,3,50,17,150,,,
1836,22-05-2024,17:19:00,3,Female,22,Clothing,1,50,23.5,50,,,
1969,23-05-2024,19:34:00,4,Female,40,Clothing,3,300,126,900,,,
246,24-05-2024,20:05:00,4,Female,48,Electronics,2,25,13.25,50,,,
298,25-05-2024,19:05:00,3,Male,27,Beauty,4,300,84,1200,,,
374,26-05-2024,17:45:00,4,Female,59,Beauty,3,25,7.75,75,,,
572,27-05-2024,18:33:00,5,Male,31,Clothing,4,500,185,2000,,,
665,28-05-2024,22:49:00,1,Male,57,Clothing,1,50,19,50,,,
1246,29-05-2024,22:54:00,3,Female,48,Electronics,2,25,11.5,50,,,
1298,30-05-2024,19:51:00,1,Male,27,Beauty,4,300,120,1200,,,
1374,31-05-2024,22:03:00,3,Female,59,Beauty,3,25,8.25,75,,,
1572,01-06-2024,22:20:00,1,Male,31,Clothing,4,500,175,2000,,,
1665,02-06-2024,19:38:00,4,Male,57,Clothing,1,50,14,50,,,
39,03-06-2024,22:44:00,5,Male,23,Clothing,4,30,8.7,120,,,
893,04-06-2024,18:52:00,1,Male,49,Electronics,1,50,17,50,,,
1039,05-06-2024,20:01:00,1,Male,23,Clothing,4,30,13.8,120,,,
1893,06-06-2024,17:04:00,3,Male,49,Electronics,1,50,22.5,50,,,
17,07-06-2024,21:08:00,3,Female,27,Clothing,4,25,13,100,,,
316,08-06-2024,17:25:00,3,Female,48,Clothing,2,25,13.75,50,,,
755,09-06-2024,20:07:00,1,Female,58,Clothing,3,25,6.75,75,,,
1017,10-06-2024,18:41:00,2,Female,27,Clothing,4,25,12,100,,,
1316,11-06-2024,17:11:00,1,Female,48,Clothing,2,25,11.75,50,,,
1755,12-06-2024,21:47:00,2,Female,58,Clothing,3,25,8,75,,,
28,13-06-2024,22:34:00,3,Female,43,Beauty,1,500,150,500,,,
98,14-06-2024,19:41:00,1,Female,55,Beauty,2,50,19.5,100,,,
129,15-06-2024,17:42:00,1,Female,21,Beauty,2,300,75,600,,,
230,16-06-2024,17:44:00,5,Male,54,Beauty,1,25,12.5,25,,,
613,17-06-2024,17:23:00,2,Female,52,Clothing,3,30,11.4,90,,,
691,18-06-2024,21:09:00,5,Female,51,Clothing,3,30,14.7,90,,,
693,19-06-2024,17:12:00,1,Male,41,Beauty,3,500,270,1500,,,
1028,20-06-2024,18:09:00,1,Female,43,Beauty,1,500,250,500,,,
1098,21-06-2024,22:34:00,3,Female,55,Beauty,2,50,19.5,100,,,
1129,22-06-2024,21:46:00,1,Female,21,Beauty,2,300,156,600,,,
1230,23-06-2024,21:24:00,1,Male,54,Beauty,1,25,13.25,25,,,
1613,24-06-2024,21:58:00,4,Female,52,Clothing,3,30,9.9,90,,,
1691,25-06-2024,20:01:00,1,Female,51,Clothing,3,30,13.5,90,,,
1693,26-06-2024,18:21:00,1,Male,41,Beauty,3,500,130,1500,,,
477,27-06-2024,17:24:00,3,Male,43,Clothing,4,30,16.2,120,,,
863,28-06-2024,22:40:00,4,Female,30,Electronics,2,25,11.25,50,,,
1477,29-06-2024,21:59:00,3,Male,43,Clothing,4,30,15.6,120,,,
1863,30-06-2024,22:33:00,4,Female,30,Electronics,2,25,10,50,,,
6,01-07-2024,22:16:00,2,Female,45,Beauty,1,30,15,30,,,
483,02-07-2024,17:25:00,2,Male,55,Clothing,1,30,8.4,30,,,
738,03-07-2024,18:24:00,5,Male,41,Clothing,2,50,26,100,,,
1006,04-07-2024,19:23:00,2,Female,45,Beauty,1,30,14.1,30,,,
1483,05-07-2024,19:53:00,1,Male,55,Clothing,1,30,8.7,30,,,
1738,06-07-2024,21:33:00,1,Male,41,Clothing,2,50,16,100,,,
222,07-07-2024,18:56:00,4,Male,51,Clothing,4,30,10.5,120,,,
588,08-07-2024,17:54:00,5,Male,38,Electronics,2,30,13.8,60,,,
953,09-07-2024,17:58:00,1,Male,45,Beauty,3,30,12.6,90,,,
1222,10-07-2024,18:15:00,3,Male,51,Clothing,4,30,11.1,120,,,
1588,11-07-2024,21:29:00,4,Male,38,Electronics,2,30,13.2,60,,,
1953,12-07-2024,17:34:00,3,Male,45,Beauty,3,30,10.2,90,,,
66,13-07-2024,22:49:00,3,Female,45,Electronics,1,30,9,30,,,
482,14-07-2024,18:57:00,3,Female,28,Clothing,4,300,141,1200,,,
903,15-07-2024,22:14:00,3,Female,51,Beauty,4,50,14,200,,,
1066,16-07-2024,18:11:00,4,Female,45,Electronics,1,30,8.4,30,,,
1482,17-07-2024,22:22:00,1,Female,28,Clothing,4,300,114,1200,,,
1903,18-07-2024,21:44:00,5,Female,51,Beauty,4,50,19,200,,,
102,19-07-2024,21:34:00,5,Female,47,Beauty,2,25,7.25,50,,,
228,20-07-2024,20:26:00,4,Female,59,Electronics,2,30,10.8,60,,,
236,21-07-2024,22:18:00,5,Female,54,Clothing,1,25,6.5,25,,,
1102,22-07-2024,18:04:00,5,Female,47,Beauty,2,25,6.5,50,,,
1228,23-07-2024,21:37:00,5,Female,59,Electronics,2,30,11.4,60,,,
1236,24-07-2024,18:19:00,4,Female,54,Clothing,1,25,8.75,25,,,
660,25-07-2024,18:46:00,2,Female,38,Beauty,2,500,270,1000,,,
884,26-07-2024,20:31:00,1,Female,26,Clothing,2,30,7.5,60,,,
987,27-07-2024,18:45:00,1,Female,30,Clothing,3,300,165,900,,,
1660,28-07-2024,20:27:00,2,Female,38,Beauty,2,500,160,1000,,,
1884,29-07-2024,21:45:00,2,Female,26,Clothing,2,30,11.4,60,,,
1987,30-07-2024,18:18:00,2,Female,30,Clothing,3,300,129,900,,,
18,31-07-2024,19:13:00,5,Female,47,Electronics,2,25,12.5,50,,,
69,01-08-2024,22:44:00,1,Female,56,Beauty,3,25,8.5,75,,,
995,02-08-2024,22:38:00,4,Female,41,Clothing,1,30,9.9,30,,,
1018,03-08-2024,19:13:00,4,Female,47,Electronics,2,25,13,50,,,
1069,04-08-2024,19:05:00,2,Female,56,Beauty,3,25,6.75,75,,,
1995,05-08-2024,22:18:00,5,Female,41,Clothing,1,30,14.7,30,,,
337,06-08-2024,17:56:00,1,Male,38,Clothing,1,500,275,500,,,
585,07-08-2024,21:49:00,3,Female,24,Clothing,1,25,13.75,25,,,
652,08-08-2024,17:05:00,4,Female,34,Beauty,2,50,20.5,100,,,
1337,09-08-2024,19:56:00,2,Male,38,Clothing,1,500,225,500,,,
1585,10-08-2024,20:00:00,2,Female,24,Clothing,1,25,7.25,25,,,
1652,11-08-2024,20:00:00,2,Female,34,Beauty,2,50,20.5,100,,,
242,12-08-2024,18:28:00,1,Male,21,Clothing,1,25,8,25,,,
293,13-08-2024,19:04:00,4,Male,50,Electronics,3,30,9.6,90,,,
460,14-08-2024,23:00:00,2,Male,40,Beauty,1,50,19,50,,,
1242,15-08-2024,18:32:00,5,Male,21,Clothing,1,25,11.25,25,,,
1293,16-08-2024,18:52:00,3,Male,50,Electronics,3,30,14.1,90,,,
1460,17-08-2024,19:42:00,4,Male,40,Beauty,1,50,22,50,,,
188,18-08-2024,18:50:00,3,Male,40,Clothing,3,25,8.5,75,,,
357,19-08-2024,18:57:00,4,Female,40,Electronics,3,25,7.5,75,,,
646,20-08-2024,21:02:00,3,Male,38,Clothing,3,30,13.5,90,,,
749,21-08-2024,20:33:00,2,Male,42,Beauty,1,30,8.4,30,,,
974,22-08-2024,18:39:00,3,Male,47,Beauty,1,30,11.7,30,,,
1188,23-08-2024,22:43:00,2,Male,40,Clothing,3,25,10.75,75,,,
1357,24-08-2024,19:14:00,3,Female,40,Electronics,3,25,11.5,75,,,
1646,25-08-2024,19:43:00,1,Male,38,Clothing,3,30,15.6,90,,,
1749,26-08-2024,19:55:00,2,Male,42,Beauty,1,30,9,30,,,
1974,27-08-2024,20:20:00,3,Male,47,Beauty,1,30,12.9,30,,,
190,28-08-2024,17:56:00,2,Female,60,Beauty,3,30,10.5,90,,,
849,29-08-2024,19:33:00,5,Male,32,Clothing,2,25,12.5,50,,,
853,30-08-2024,22:29:00,3,Male,21,Beauty,2,500,155,1000,,,
1190,31-08-2024,21:00:00,4,Female,60,Beauty,3,30,10.8,90,,,
1849,01-09-2024,22:42:00,1,Male,32,Clothing,2,25,12,50,,,
1853,02-09-2024,18:39:00,2,Male,21,Beauty,2,500,190,1000,,,
252,03-09-2024,17:37:00,1,Male,54,Electronics,1,300,84,300,,,
606,04-09-2024,20:19:00,2,Male,22,Electronics,1,50,19.5,50,,,
779,05-09-2024,19:19:00,3,Female,56,Electronics,2,500,155,1000,,,
824,06-09-2024,19:10:00,3,Male,63,Clothing,4,30,9.3,120,,,
866,07-09-2024,18:16:00,4,Male,24,Electronics,1,50,22.5,50,,,
1252,08-09-2024,20:18:00,5,Male,54,Electronics,1,300,117,300,,,
1606,09-09-2024,19:52:00,2,Male,22,Electronics,1,50,26.5,50,,,
1779,10-09-2024,19:45:00,3,Female,56,Electronics,2,500,190,1000,,,
1824,11-09-2024,20:19:00,4,Male,63,Clothing,4,30,12.6,120,,,
1866,12-09-2024,22:38:00,5,Male,24,Electronics,1,50,20,50,,,
5,13-09-2024,22:10:00,3,Male,30,Beauty,2,50,24,100,,,
90,14-09-2024,17:53:00,3,Female,51,Electronics,1,30,13.5,30,,,
380,15-09-2024,22:26:00,2,Male,56,Electronics,2,300,102,600,,,
593,16-09-2024,22:05:00,2,Male,35,Electronics,2,30,13.2,60,,,
820,17-09-2024,22:49:00,1,Male,49,Electronics,4,50,24,200,,,
1005,18-09-2024,20:38:00,2,Male,30,Beauty,2,50,17.5,100,,,
1090,19-09-2024,19:54:00,4,Female,51,Electronics,1,30,7.5,30,,,
1380,20-09-2024,19:45:00,3,Male,56,Electronics,2,300,159,600,,,
1593,21-09-2024,22:39:00,5,Male,35,Electronics,2,30,14.4,60,,,
1820,22-09-2024,21:31:00,1,Male,49,Electronics,4,50,22,200,,,
120,23-09-2024,19:35:00,4,Male,60,Beauty,1,50,12.5,50,,,
221,24-09-2024,21:01:00,3,Male,39,Beauty,2,300,111,600,,,
341,25-09-2024,17:06:00,5,Male,31,Clothing,4,50,18.5,200,,,
640,26-09-2024,20:05:00,3,Female,51,Electronics,4,30,12.6,120,,,
744,27-09-2024,18:02:00,1,Male,40,Electronics,1,25,6.5,25,,,
1120,28-09-2024,19:32:00,4,Male,60,Beauty,1,50,26.5,50,,,
1221,29-09-2024,22:57:00,5,Male,39,Beauty,2,300,114,600,,,
1341,30-09-2024,22:10:00,1,Male,31,Clothing,4,50,21,200,,,
1640,01-10-2024,19:44:00,5,Female,51,Electronics,4,30,14.1,120,,,
1744,02-10-2024,21:49:00,4,Male,40,Electronics,1,25,8.75,25,,,
273,03-10-2024,20:24:00,1,Female,22,Beauty,1,50,14.5,50,,,
283,04-10-2024,20:08:00,3,Female,18,Electronics,1,500,165,500,,,
452,05-10-2024,22:41:00,4,Female,48,Clothing,3,500,240,1500,,,
469,06-10-2024,19:24:00,4,Male,18,Beauty,3,25,8.75,75,,,
